rxnID,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
EX_12dgr180(e),0.9870683929404419,0.9966319596232559,0.9942274800456097,0.9842359110478098,0.9783058818024422
EX_12ppd_S(e),0.0125083795948755,0.003318364264992,0.0055666413277587,0.0115560159259378,0.0216941181975574
EX_15dap(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_26dap_M(e),0.987491620405124,0.9966816357350072,0.9944333586722408,0.9884439840740618,0.9783058818024422
EX_2ddglcn(e),0.025430718899732002,0.0110976433652583,0.0107571582414797,0.032968633671058,0.7967046464835523
EX_2dmmq8(e),0.987491620405124,0.9966816357350072,0.9944333586722408,0.9884439840740618,0.9783058818024422
EX_2obut(e),0.1135794231131622,0.8200532527917972,0.035941657164576,0.4831515229987373,0.077967806841046
EX_3dhcdchol(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_3mop(e),0.0075902911001751,0.000218574891706,0.0031950779171417,0.0015051953516977,0.0001228300032754
EX_4abut(e),0.0001853550940213,0.0,8.31432915241353e-05,0.0,0.0
EX_4abz(e),0.1070981733255483,0.0334022175416284,0.0326871911820599,0.1412941443045349,0.8588917224275887
EX_4hbz(e),0.39891505484966133,0.987749870842109,0.32513778031166823,0.9215032531641469,0.9484815871976039
EX_4hpro_LT(e),0.2733586034111516,0.1618547073083495,0.2839897694159382,0.4076489819700256,0.0762715829862898
EX_5aop(e),0.012594878638752,0.7874061121487896,0.0061050931204863,0.3679150616644545,0.01097866267371659
EX_7dhcdchol(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_C02528(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_HC02191(e),0.0951211450002008,0.0276099829114175,0.0274808374509058,0.1144757712103065,0.0646495250573206
EX_Lcyst(e),0.29947204690719564,0.1735087231252232,0.29536852274166964,0.4505875117340496,0.8730522670909174
EX_Nbfortyr(e),0.0075902911001751,0.000218574891706,0.0031950779171417,0.0015051953516977,0.0001228300032754
EX_Ser_Thr(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
EX_T_antigen(e),0.0112943037290355,0.0052358621785955,0.0045847586469023,0.0168484770012624,0.7941661597491928
