metID,metName,metFormula,metComp
panClostridium_methylpentosum_itdcoa_c,"fa1coa,Iso-C14:0 CoA   Isotetradecanoyl-CoA",C35H58N7O17P3S,c
panClostridium_methylpentosum_itp_c,ITP(3-),C10H11N4O14P3,c
panClostridium_methylpentosum_ivcoa_c,Isovaleryl-CoA,C26H40N7O17P3S,c
panClostridium_methylpentosum_k_c,potassium,K,c
panClostridium_methylpentosum_k_u,potassium,K,u
panClostridium_methylpentosum_l2a6o_c,L-2-Amino-6-oxopimelate,C7H10NO5,c
panClostridium_methylpentosum_lac_D_c,D-lactate,C3H5O3,c
panClostridium_methylpentosum_lac_L_c,L-lactate,C3H5O3,c
panClostridium_methylpentosum_lald_L_c,(S)-lactaldehyde,C3H6O2,c
panClostridium_methylpentosum_lcts_c,Lactose,C12H22O11,c
panClostridium_methylpentosum_leu_L_c,L-leucine,C6H13NO2,c
panClostridium_methylpentosum_leu_L_u,L-leucine,C6H13NO2,u
panClostridium_methylpentosum_lgt_S_c,(R)-S-lactoylglutathionate(1-),C13H20N3O8S,c
panClostridium_methylpentosum_lys_L_c,L-lysine,C6H15N2O2,c
panClostridium_methylpentosum_m12dahglyc_c,"Monoglucosyl-1,2 dianteisoheptadecanoylglycerol",C43H82O10,c
panClostridium_methylpentosum_m12dihglyc_c,"Monoglucosyl-1,2 diisoheptadecanoylglycerol",C43H82O10,c
panClostridium_methylpentosum_m12dsglyc_c,"Monoglucosyl-1,2 distearoylglycerol",C45H86O10,c
panClostridium_methylpentosum_malACP_c,Malonyl-[acyl-carrier protein],C14H22N2O10PRS,c
panClostridium_methylpentosum_mal_L_c,L-malate,C4H4O5,c
panClostridium_methylpentosum_malcoa_c,Malonyl-CoA,C24H33N7O19P3S,c
panClostridium_methylpentosum_malt_c,Maltose,C12H22O11,c
panClostridium_methylpentosum_malthp_c,maltoheptaose,C42H72O36,c
panClostridium_methylpentosum_malthx_c,Maltohexaose,C36H62O31,c
panClostridium_methylpentosum_maltpt_c,maltopentaose,C30H52O26,c
panClostridium_methylpentosum_malttr_c,maltotriose,C18H32O16,c
panClostridium_methylpentosum_maltttr_c,Maltotetraose,C24H42O21,c
panClostridium_methylpentosum_man6p_c,D-Mannose 6-phosphate,C6H11O9P,c
panClostridium_methylpentosum_met_L_c,L-methionine,C5H11NO2S,c
panClostridium_methylpentosum_metala_c,L-methionyl-L-alanine,C8H16N2O3S,c
panClostridium_methylpentosum_metala_u,L-methionyl-L-alanine,C8H16N2O3S,u
panClostridium_methylpentosum_methf_c,"5,10-Methenyltetrahydrofolate",C20H20N7O6,c
panClostridium_methylpentosum_mg2_c,magnesium,Mg,c
panClostridium_methylpentosum_mg2_u,magnesium,Mg,u
panClostridium_methylpentosum_mlthf_c,"5,10-Methylenetetrahydrofolate",C20H21N7O6,c
panClostridium_methylpentosum_mn2_c,Mn2+,Mn,c
panClostridium_methylpentosum_mn2_u,Mn2+,Mn,u
panClostridium_methylpentosum_mql8_c,Menaquinol 8,C51H74O2,c
panClostridium_methylpentosum_mqn8_c,Menaquinone 8,C51H72O2,c
panClostridium_methylpentosum_mqn8_u,Menaquinone 8,C51H72O2,u
panClostridium_methylpentosum_mthgxl_c,methylglyoxal,C3H4O2,c
panClostridium_methylpentosum_murein4p4p_c,"two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,c
panClostridium_methylpentosum_murein4px4p4p_c,"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (mid... <Preview truncated at 128 characters>",C111H169N21O59,c
panClostridium_methylpentosum_murein4px4p_c,"two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,c
panClostridium_methylpentosum_murein4px4px4p_c,three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapepti... <Preview truncated at 128 characters>,C111H167N21O58,c
panClostridium_methylpentosum_murein5p4p_c,"two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,c
panClostridium_methylpentosum_murein5px4p_c,"two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,c
panClostridium_methylpentosum_myrsACP_c,Myristoyl-ACP (n-C14:0ACP),C25H47N2O8PRS,c
panClostridium_methylpentosum_na1_c,Sodium,Na,c
panClostridium_methylpentosum_na1_u,Sodium,Na,u
panClostridium_methylpentosum_nac_c,Nicotinate,C6H4NO2,c
panClostridium_methylpentosum_nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,c
panClostridium_methylpentosum_nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,c
panClostridium_methylpentosum_nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,c
panClostridium_methylpentosum_nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,c
panClostridium_methylpentosum_ncam_c,Nicotinamide,C6H6N2O,c
panClostridium_methylpentosum_nh4_c,Ammonium,H4N,c
panClostridium_methylpentosum_nh4_u,Ammonium,H4N,u
panClostridium_methylpentosum_nicrns_c,Nicotinate D-ribonucleoside,C11H13NO6,c
panClostridium_methylpentosum_nicrnt_c,Nicotinate D-ribonucleotide,C11H12NO9P,c
panClostridium_methylpentosum_nmn_c,NMN,C11H14N2O8P,c
panClostridium_methylpentosum_o2_c,O2,O2,c
panClostridium_methylpentosum_o2_u,O2,O2,u
panClostridium_methylpentosum_oaa_c,Oxaloacetate,C4H2O5,c
panClostridium_methylpentosum_ocACP_c,Octanoyl-ACP (n-C8:0ACP),C19H35N2O8PRS,c
panClostridium_methylpentosum_ocdcaACP_c,Octadecanoyl-ACP (n-C18:0ACP),C29H55N2O8PRS,c
panClostridium_methylpentosum_ocdca_c,octadecanoate (n-C18:0),C18H35O2,c
panClostridium_methylpentosum_ocdca_u,octadecanoate (n-C18:0),C18H35O2,u
panClostridium_methylpentosum_ocdcea_c,octadecenoate (n-C18:1),C18H33O2,c
panClostridium_methylpentosum_octdp_c,all-trans-Octaprenyl diphosphate,C40H65O7P2,c
panClostridium_methylpentosum_octeACP_c,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),C29H53N2O8PRS,c
panClostridium_methylpentosum_ohpb_c,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,c
panClostridium_methylpentosum_orn_c,Ornithine,C5H13N2O2,c
panClostridium_methylpentosum_orn_u,Ornithine,C5H13N2O2,u
panClostridium_methylpentosum_orot5p_c,Orotidine 5-phosphate,C10H10N2O11P,c
panClostridium_methylpentosum_orot_c,Orotate,C5H3N2O4,c
panClostridium_methylpentosum_pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P1,c
panClostridium_methylpentosum_pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P1,c
panClostridium_methylpentosum_pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P1,c
panClostridium_methylpentosum_pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P1,c
panClostridium_methylpentosum_pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P1,c
panClostridium_methylpentosum_pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P1,c
panClostridium_methylpentosum_pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P1,c
panClostridium_methylpentosum_paai15_c,"1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)",C33H63O8P,c
panClostridium_methylpentosum_paai17_c,"1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)",C37H71O8P,c
panClostridium_methylpentosum_pai14_c,"1,2-diisotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)",C31H59O8P,c
panClostridium_methylpentosum_pai15_c,"1,2-diisopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)",C33H63O8P,c
panClostridium_methylpentosum_pai16_c,"1,2-diisohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)",C35H67O8P,c
panClostridium_methylpentosum_pai17_c,"1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",C37H71O8P,c
panClostridium_methylpentosum_palmACP_c,Palmitoyl-ACP (n-C16:0ACP),C27H51N2O8PRS,c
panClostridium_methylpentosum_pan4p_c,Pantetheine 4-phosphate,C11H21N2O7PS,c
panClostridium_methylpentosum_pant_R_c,(R)-Pantoate,C6H11O4,c
panClostridium_methylpentosum_pap_c,"adenosine 3,5-bismonophosphate(4-)",C10H11N5O10P2,c
panClostridium_methylpentosum_paps_c,Phosphoadenosine phosphosulfate,C10H11N5O13P2S,c
panClostridium_methylpentosum_pb_c,Lead,Pb,c
panClostridium_methylpentosum_pb_u,Lead,Pb,u
panClostridium_methylpentosum_pdx5p_c,Pyridoxine 5-phosphate,C8H10NO6P,c
panClostridium_methylpentosum_pe180_c,"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82N1O8P1,c
panClostridium_methylpentosum_peai17_c,"Phosphatidylethanolamine (14-methyl-hexadecanoyl, anteiso-C17)",C39H78NO8P,c
panClostridium_methylpentosum_pei17_c,"Phosphatidylethanolamine (15-methyl-hexadecanoyl, iso-C17)",C39H78NO8P,c
panClostridium_methylpentosum_pendp_c,all-trans-Pentaprenyl diphosphate,C25H41O7P2,c
panClostridium_methylpentosum_pep_c,Phosphoenolpyruvate,C3H2O6P,c
panClostridium_methylpentosum_pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P1,c
panClostridium_methylpentosum_pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P1,c
panClostridium_methylpentosum_pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P1,c
panClostridium_methylpentosum_pgai15_c,"Phosphatidylglycerol (12-methyl-tetradecanoyl, anteiso-C15)",C36H70O10P,c
panClostridium_methylpentosum_pgai17_c,"Phosphatidylglycerol (14-methyl-hexadecanoyl, anteiso-C17)",C40H78O10P,c
panClostridium_methylpentosum_pgi14_c,"Phosphatidylglycerol (12-methyltridecanoyl, iso-C14)",C34H66O10P,c
panClostridium_methylpentosum_pgi15_c,"Phosphatidylglycerol (13-methyltetradecanoyl, iso-C15)",C36H70O10P,c
panClostridium_methylpentosum_pgi16_c,"Phosphatidylglycerol (14-methylpentadecanoyl, iso-C16)",C38H74O10P,c
panClostridium_methylpentosum_pgi17_c,"Phosphatidylglycerol (15-methyl-hexadecanoyl, iso-C17)",C40H78O10P,c
panClostridium_methylpentosum_pgp120_c,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,c
panClostridium_methylpentosum_pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,c
panClostridium_methylpentosum_pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,c
panClostridium_methylpentosum_pgp160_c,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,c
panClostridium_methylpentosum_pgp161_c,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,c
panClostridium_methylpentosum_pgp180_c,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,c
panClostridium_methylpentosum_pgp181_c,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,c
panClostridium_methylpentosum_pgpai15_c,"Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)",C36H69O13P2,c
panClostridium_methylpentosum_pgpai17_c,"Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)",C40H77O13P2,c
panClostridium_methylpentosum_pgpi14_c,"Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)",C34H65O13P2,c
panClostridium_methylpentosum_pgpi15_c,"Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)",C36H69O13P2,c
panClostridium_methylpentosum_pgpi16_c,"Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)",C38H73O13P2,c
panClostridium_methylpentosum_pgpi17_c,"Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)",C40H77O13P2,c
panClostridium_methylpentosum_phe_L_c,L-phenylalanine,C9H11NO2,c
panClostridium_methylpentosum_phe_L_u,L-phenylalanine,C9H11NO2,u
panClostridium_methylpentosum_pheme_c,Protoheme,C34H30FeN4O4,c
panClostridium_methylpentosum_pheme_u,Protoheme,C34H30FeN4O4,u
panClostridium_methylpentosum_phom_c,O-phosphonato-L-homoserine(2-),C4H8NO6P,c
panClostridium_methylpentosum_phpyr_c,keto-phenylpyruvate,C9H7O3,c
panClostridium_methylpentosum_phthr_c,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,c
panClostridium_methylpentosum_pi_c,hydrogenphosphate,HO4P,c
panClostridium_methylpentosum_pi_u,hydrogenphosphate,HO4P,u
panClostridium_methylpentosum_pmtcoa_c,Palmitoyl-CoA (n-C16:0CoA),C37H62N7O17P3S,c
panClostridium_methylpentosum_pnp_c,"4-Hydroxynitrobenzene, p-Nitrophenol",C6H4NO3,c
panClostridium_methylpentosum_pnto_R_c,(R)-Pantothenate,C9H16NO5,c
panClostridium_methylpentosum_ppa_c,Propionate,C3H5O2,c
panClostridium_methylpentosum_ppap_c,Propanoyl phosphate,C3H5O5P,c
panClostridium_methylpentosum_ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,c
panClostridium_methylpentosum_pphn_c,Prephenate,C10H8O6,c
panClostridium_methylpentosum_ppi_c,Diphosphate,HO7P2,c
panClostridium_methylpentosum_pppg9_c,Protoporphyrinogen IX,C34H38N4O4,c
panClostridium_methylpentosum_pppi_c,triphosphate(5-),HO10P3,c
panClostridium_methylpentosum_pram_c,5-Phospho-beta-D-ribosylamine,C5H11NO7P,c
panClostridium_methylpentosum_prbamp_c,1-(5-Phosphoribosyl)-AMP,C15H19N5O14P2,c
panClostridium_methylpentosum_prbatp_c,1-(5-Phosphoribosyl)-ATP,C15H19N5O20P4,c
panClostridium_methylpentosum_prfp_c,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,C15H21N5O15P2,c
panClostridium_methylpentosum_prl45tca_c,Prenol-45n teichoic acid,C206H386N2O242P47,c
panClostridium_methylpentosum_prl45tcaala_c,Prenol-45n teichoic acid-alanine substituted,C341H566N47O242P47,c
panClostridium_methylpentosum_prl45tcaglc_c,Prenol-45n teichoic acid-glucose substituted,C476H836N2O467P47,c
panClostridium_methylpentosum_prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C15H21N5O15P2,c
panClostridium_methylpentosum_pro_L_c,L-proline,C5H9NO2,c
panClostridium_methylpentosum_pro_L_u,L-proline,C5H9NO2,u
panClostridium_methylpentosum_proteinsynth_c,Protein biosynthesis,X,c
panClostridium_methylpentosum_prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,c
panClostridium_methylpentosum_ps180_c,"phosphatidylserine (dioctadecanoyl, n-C18:0)",C42H81N1O10P1,c
panClostridium_methylpentosum_psai17_c,"Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)",C40H77NO10P,c
panClostridium_methylpentosum_psd5p_c,Pseudouridine 5-phosphate,C9H11N2O9P,c
panClostridium_methylpentosum_pser_L_c,O-Phospho-L-serine,C3H6NO6P,c
panClostridium_methylpentosum_psi17_c,"Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)",C40H77NO10P,c
panClostridium_methylpentosum_ptrc_c,Putrescine,C4H14N2,c
panClostridium_methylpentosum_ptrc_u,Putrescine,C4H14N2,u
panClostridium_methylpentosum_pyam5p_c,Pyridoxamine 5-phosphate,C8H12N2O5P,c
panClostridium_methylpentosum_pydam_c,Pyridoxamine,C8H13N2O2,c
panClostridium_methylpentosum_pydx5p_c,Pyridoxal 5-phosphate,C8H8NO6P,c
panClostridium_methylpentosum_pydx_c,Pyridoxal,C8H9NO3,c
panClostridium_methylpentosum_pydxn_c,Pyridoxine,C8H11NO3,c
panClostridium_methylpentosum_pyr_c,Pyruvate,C3H3O3,c
panClostridium_methylpentosum_q8_c,Ubiquinone-8,C49H74O4,c
panClostridium_methylpentosum_q8h2_c,Ubiquinol-8,C49H76O4,c
panClostridium_methylpentosum_quln_c,quinolinate(2-),C7H3NO4,c
panClostridium_methylpentosum_r5p_c,alpha-D-Ribose 5-phosphate,C5H9O8P,c
panClostridium_methylpentosum_rbl_D_c,D-ribulose,C5H10O5,c
panClostridium_methylpentosum_rdmbzi_c,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",C14H18N2O4,c
panClostridium_methylpentosum_rhcys_c,S-Ribosyl-L-homocysteine,C9H17NO6S,c
panClostridium_methylpentosum_rib_D_c,D-ribose,C5H10O5,c
panClostridium_methylpentosum_rib_D_u,D-ribose,C5H10O5,u
panClostridium_methylpentosum_ribflv_c,Riboflavin,C17H20N4O6,c
panClostridium_methylpentosum_ribflv_u,Riboflavin,C17H20N4O6,u
panClostridium_methylpentosum_rml1p_c,L-Rhamnulose 1-phosphate,C6H11O8P,c
panClostridium_methylpentosum_rml_c,L-Rhamnulose,C6H12O5,c
panClostridium_methylpentosum_rmn_c,L-Rhamnose,C6H12O5,c
panClostridium_methylpentosum_rnam_c,N-Ribosylnicotinamide,C11H15N2O5,c
panClostridium_methylpentosum_rnatrans_c,RNA transcription,X,c
panClostridium_methylpentosum_ru5p_D_c,D-ribulose 5-phosphate(2-),C5H9O8P,c
panClostridium_methylpentosum_s17bp_c,"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,c
panClostridium_methylpentosum_s7p_c,Sedoheptulose 7-phosphate,C7H13O10P,c
panClostridium_methylpentosum_seasmet_c,Se-Adenosylselenomethionine,C15H23N6O5Se,c
panClostridium_methylpentosum_selmeth_c,selenomethionine,C5H11NO2Se,c
panClostridium_methylpentosum_ser_L_c,L-serine,C3H7NO3,c
panClostridium_methylpentosum_sheme_c,Siroheme,C42H36FeN4O16,c
panClostridium_methylpentosum_skm5p_c,Shikimate 5-phosphate,C7H8O8P,c
panClostridium_methylpentosum_skm_c,Shikimate,C7H9O5,c
panClostridium_methylpentosum_so3_c,Sulfite,O3S,c
panClostridium_methylpentosum_so4_c,sulfate,O4S,c
panClostridium_methylpentosum_so4_u,sulfate,O4S,u
panClostridium_methylpentosum_spmd_c,Spermidine,C7H22N3,c
panClostridium_methylpentosum_spmd_u,Spermidine,C7H22N3,u
panClostridium_methylpentosum_stcoa_c,Stearoyl-CoA (n-C18:0CoA),C39H66N7O17P3S,c
panClostridium_methylpentosum_sttca1_c,"Stearoyllipoteichoic acid (n=24), linked, unsubstituted",C123H240O135P24,c
panClostridium_methylpentosum_sttcaacgam_c,"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",C315H552N24O255P24,c
panClostridium_methylpentosum_sttcaala_D_c,"Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted",C195H336N24O135P24,c
panClostridium_methylpentosum_sttcaglc_c,"Stearoyllipoteichoic acid (n=24), linked, glucose substituted",C267H480O255P24,c
panClostridium_methylpentosum_succ_c,Succinate,C4H4O4,c
panClostridium_methylpentosum_succ_u,Succinate,C4H4O4,u
panClostridium_methylpentosum_succoa_c,Succinyl-CoA,C25H35N7O19P3S,c
panClostridium_methylpentosum_suchms_c,O-Succinyl-L-homoserine,C8H12NO6,c
panClostridium_methylpentosum_t3c11vaceACP_c,trans-3-cis-11-vacceoyl-[acyl-carrier protein],C29H51N2O8PRS,c
panClostridium_methylpentosum_t3c5ddeceACP_c,trans-3-cis-5-dodecenoyl-[acyl-carrier protein],C23H39N2O8PRS,c
panClostridium_methylpentosum_t3c7mrseACP_c,trans-3-cis-7-myristoleoyl-[acyl-carrier protein],C25H43N2O8PRS,c
panClostridium_methylpentosum_tag6p_D_c,D-Tagatose 6-phosphate,C6H11O9P,c
panClostridium_methylpentosum_tagdp_D_c,"D-Tagatose 1,6-biphosphate",C6H10O12P2,c
panClostridium_methylpentosum_tartr_L_c,L-tartrate,C4H4O6,c
panClostridium_methylpentosum_tcam_c,"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",X,c
panClostridium_methylpentosum_tdcoa_c,Tetradecanoyl-CoA (n-C14:0CoA),C35H58N7O17P3S,c
panClostridium_methylpentosum_tddec2eACP_c,trans-Dodec-2-enoyl-[acyl-carrier protein],C23H41N2O8PRS,c
panClostridium_methylpentosum_tdeACP_c,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),C25H45N2O8PRS,c
panClostridium_methylpentosum_tdec2eACP_c,trans-Dec-2-enoyl-[acyl-carrier protein],C21H37N2O8PRS,c
panClostridium_methylpentosum_thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,c
panClostridium_methylpentosum_thex2eACP_c,trans-Hex-2-enoyl-[acyl-carrier protein],C17H29N2O8PRS,c
panClostridium_methylpentosum_thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,c
panClostridium_methylpentosum_thfglu_c,Tetrahydrofolyl-[Glu](2),C24H27N8O9,c
panClostridium_methylpentosum_thm_c,Thiamin,C12H17N4OS,c
panClostridium_methylpentosum_thm_u,Thiamin,C12H17N4OS,u
panClostridium_methylpentosum_thmmp_c,Thiamin monophosphate,C12H16N4O4PS,c
panClostridium_methylpentosum_thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,c
panClostridium_methylpentosum_thr_L_c,L-threonine,C4H9NO3,c
panClostridium_methylpentosum_thymd_c,Thymidine,C10H14N2O5,c
panClostridium_methylpentosum_tmrs2eACP_c,trans-Tetradec-2-enoyl-[acyl-carrier protein],C25H45N2O8PRS,c
panClostridium_methylpentosum_toct2eACP_c,trans-Oct-2-enoyl-[acyl-carrier protein],C19H33N2O8PRS,c
panClostridium_methylpentosum_toctd2eACP_c,trans-octadec-2-enoyl-[acyl-carrier protein],C29H53N2O8PRS,c
panClostridium_methylpentosum_tpalm2eACP_c,trans-Hexadec-2-enoyl-[acyl-carrier protein],C27H49N2O8PRS,c
panClostridium_methylpentosum_trdox_c,Oxidized thioredoxin,X,c
panClostridium_methylpentosum_trdrd_c,Reduced thioredoxin,XH2,c
panClostridium_methylpentosum_trnaglu_c,tRNA (Glu),R,c
panClostridium_methylpentosum_trp_L_c,L-tryptophan,C11H12N2O2,c
panClostridium_methylpentosum_trp_L_u,L-tryptophan,C11H12N2O2,u
panClostridium_methylpentosum_tsul_c,thiosulfate(2-),O3S2,c
panClostridium_methylpentosum_ttc_ggdp_c,"trans,trans,cis-Geranylgeranyl diphosphate",C20H33O7P2,c
panClostridium_methylpentosum_ttdca_c,tetradecanoate (n-C14:0),C14H27O2,c
panClostridium_methylpentosum_ttdcea_c,tetradecenoate (n-C14:1),C14H25O2,c
panClostridium_methylpentosum_tyr_L_c,L-tyrosine,C9H11NO3,c
panClostridium_methylpentosum_tyr_L_u,L-tyrosine,C9H11NO3,u
panClostridium_methylpentosum_u3aga_c,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C31H51N3O19P2,c
panClostridium_methylpentosum_uGgl_c,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C34H52N7O24P2,c
panClostridium_methylpentosum_uGgla_c,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C40H62N9O26P2,c
panClostridium_methylpentosum_uaGgla_c,Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C86H140N7O21P2,c
panClostridium_methylpentosum_uaaAgla_c,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H153N8O26P2,c
panClostridium_methylpentosum_uaaAgtla_c,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine,C94H155N9O25P2,c
panClostridium_methylpentosum_uaaGgla_c,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C94H153N8O26P2,c
panClostridium_methylpentosum_uaaGgtla_c,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C94H155N9O25P2,c
panClostridium_methylpentosum_uaagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",C95H152N8O28P2,c
panClostridium_methylpentosum_uaagtmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C95H154N9O27P2,c
panClostridium_methylpentosum_uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C20H26N3O19P2,c
panClostridium_methylpentosum_uacgam_c,UDP-N-acetyl-alpha-D-glucosamine(2-),C17H25N3O17P2,c
panClostridium_methylpentosum_uacmam_c,UDP-N-acetyl-D-mannosamine,C17H25N3O17P2,c
panClostridium_methylpentosum_uagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C87H139N7O23P2,c
panClostridium_methylpentosum_uama_c,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,c
panClostridium_methylpentosum_uamag_c,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C28H39N5O23P2,c
panClostridium_methylpentosum_uamr_c,UDP-N-acetylmuramate,C20H28N3O19P2,c
panClostridium_methylpentosum_udcpdp_c,Undecaprenyl diphosphate,C55H89O7P2,c
panClostridium_methylpentosum_udcpp_c,Undecaprenyl phosphate,C55H89O4P,c
panClostridium_methylpentosum_udp_c,UDP,C9H11N2O12P2,c
panClostridium_methylpentosum_udpacgal_c,UDP-N-acetyl-D-galactosamine(2-),C17H25N3O17P2,c
panClostridium_methylpentosum_udpg_c,UDPglucose,C15H22N2O17P2,c
panClostridium_methylpentosum_udpgal_c,UDP-D-galactose(2-),C15H22N2O17P2,c
panClostridium_methylpentosum_udpgalfur_c,"UDP-D-galacto-1,4-furanose",C15H22N2O17P2,c
panClostridium_methylpentosum_ugmd_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C35H51N7O26P2,c
panClostridium_methylpentosum_ugmda_c,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C41H61N9O28P2,c
panClostridium_methylpentosum_ump_c,UMP,C9H11N2O9P,c
panClostridium_methylpentosum_unaga_c,Undecaprenyl diphospho N-acetyl-glucosamine,C63H103NO12P2,c
panClostridium_methylpentosum_ura_c,uracil,C4H4N2O2,c
