metID,metName,metFormula,metComp
panBlautia_torques_nforglu_c,N-Formyl-L-glutamate,C6H7NO5,c
panBlautia_torques_oc2coa_c,trans-Oct-2-enoyl-CoA,C29H44N7O17P3S,c
panBlautia_torques_palmtcaacgam_c,"Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",C311H544N24O255P24,c
panBlautia_torques_ppbng_c,Porphobilinogen,C10H13N2O4,c
panBlautia_torques_ppi_u,Diphosphate,HO7P2,u
panBlautia_torques_pran_c,N-(5-Phospho-D-ribosyl)anthranilate,C12H13NO9P,c
panBlautia_torques_prpncoa_c,acryloyl-CoA(4-),C24H34N7O17P3S,c
panBlautia_torques_sbt_D_c,D-glucitol,C6H14O6,c
panBlautia_torques_scl_c,sirohydrochlorin,C42H39N4O16,c
panBlautia_torques_sl26da_c,"N-Succinyl-LL-2,6-diaminoheptanedioate",C11H16N2O7,c
panBlautia_torques_sl2a6o_c,N-Succinyl-2-L-amino-6-oxoheptanedioate,C11H12NO8,c
panBlautia_torques_sucsal_c,Succinic semialdehyde,C4H5O3,c
panBlautia_torques_td2coa_c,trans-Tetradec-2-enoyl-CoA,C35H56N7O17P3S,c
panBlautia_torques_thym_c,Thymine,C5H6N2O2,c
panBlautia_torques_ttdca_u,tetradecanoate (n-C14:0),C14H27O2,u
panBlautia_torques_uppg3_c,Uroporphyrinogen III,C40H36N4O16,c
panBlautia_torques_urcan_c,Urocanate,C6H5N2O2,c
panBlautia_torques_23ddhb_c,"2,3-Dihydro-2,3-dihydroxybenzoate",C7H7O4,c
panBlautia_torques_2ombz_c,"2-Octaprenyl-6-methoxy-1,4-benzoquinone",C47H70O3,c
panBlautia_torques_36dahx_c,"(3S)-3,6-Diaminohexanoate",C6H15N2O2,c
panBlautia_torques_5mtc_c,5-Methylcytosine,C5H7N3O,c
panBlautia_torques_8aonn_c,8-Amino-7-oxononanoate,C9H17NO3,c
panBlautia_torques_adcobdam_c,Adenosyl cobyrinate diamide,C55H68CoN11O15,c
panBlautia_torques_adcobhex_c,adenosyl-cobyric acid,C55H76CoN15O11,c
panBlautia_torques_adphep_DD_c,ADP-D-glycero-D-manno-heptose,C17H25N5O16P2,c
panBlautia_torques_adphep_LD_c,ADP-L-glycero-D-manno-heptose,C17H25N5O16P2,c
panBlautia_torques_amopbut_L_c,2-Amino-3-oxo-4-phosphonooxybutyrate,C4H6NO7P,c
panBlautia_torques_appl_c,1-Aminopropan-2-ol,C3H10NO,c
panBlautia_torques_applp_c,D-1-Aminopropan-2-ol O-phosphate,C3H9NO4P,c
panBlautia_torques_aps_c,5-adenylyl sulfate(2-),C10H12N5O10PS,c
panBlautia_torques_arabttr_u,Arabinotriose,C15H26O13,u
panBlautia_torques_ca2_p,calcium(2+),Ca,p
panBlautia_torques_cdpglc_c,CDPglucose,C15H23N3O16P2,c
panBlautia_torques_cit_p,Citrate,C6H5O7,p
panBlautia_torques_ckdo_c,CMP-3-deoxy-D-manno-octulosonate,C17H24N3O15P,c
panBlautia_torques_cl_p,Chloride,Cl,p
panBlautia_torques_co1dam_c,"Cob(I)yrinate a,c diamide",C45H56CoN6O12,c
panBlautia_torques_cobya_c,Cobyrinate,C45H52N4O14Co,c
panBlautia_torques_copre2_c,cobalt-precorrin 2,C42H38N4O16Co,c
panBlautia_torques_copre3_c,cobalt-precorrin 3,C43H40N4O16Co,c
panBlautia_torques_copre4_c,cobalt-precorrin 4,C44H43N4O16Co,c
panBlautia_torques_copre5_c,cobalt-precorrin 5,C45H45N4O16Co,c
panBlautia_torques_copre8_c,cobalt-precorrin 8,C45H52N4O14Co,c
panBlautia_torques_dann_c,"7,8-Diaminononanoate",C9H21N2O2,c
panBlautia_torques_ddca_u,laurate,C12H23O2,u
panBlautia_torques_dtbt_c,Dethiobiotin,C10H17N2O3,c
panBlautia_torques_gagicolipa_c,galactosyl-glucosyl-inner core oligosaccharide lipid A,C157H271N2O84P4,c
panBlautia_torques_gdpddman_c,GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-),C16H21N5O15P2,c
panBlautia_torques_ggagicolipa_c,glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C163H281N2O89P4,c
panBlautia_torques_gggagicolipa_c,glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,C169H291N2O94P4,c
panBlautia_torques_gicolipa_c,glucosyl-inner core oligosaccharide lipid A,C151H261N2O79P4,c
panBlautia_torques_glcn_c,D-gluconate,C6H11O7,c
panBlautia_torques_glu_L_p,L-glutamate,C5H8NO4,p
panBlautia_torques_glucys_c,gamma-L-Glutamyl-L-cysteine,C8H13N2O5S,c
panBlautia_torques_gmhep17bp_c,"D-Glycero-D-manno-heptose 1,7-bisphosphate",C7H12O13P2,c
panBlautia_torques_gmhep1p_c,D-Glycero-D-manno-heptose 1-phosphate,C7H13O10P,c
panBlautia_torques_gmhep7p_c,D-Glycero-D-manno-heptose 7-phosphate,C7H13O10P,c
panBlautia_torques_h_p,proton,H,p
panBlautia_torques_hgbyr_c,Hydrogenobyrinate,C45H54N4O14,c
panBlautia_torques_hhlipa_c,heptosyl-heptosyl-kdo2-lipidA,C124H220N2O51P2,c
panBlautia_torques_his_L_p,L-histidine,C6H9N3O2,p
panBlautia_torques_hlipa_c,heptosyl-kdo2-lipidA,C117H208N2O45P2,c
panBlautia_torques_hpyr_c,3-hydroxypyruvate,C3H3O4,c
panBlautia_torques_kdo2lipid4_c,KDO(2)-lipid IV(A),C84H148N2O37P2,c
panBlautia_torques_kdo8p_c,3-Deoxy-D-manno-octulosonate 8-phosphate,C8H12O11P,c
panBlautia_torques_kdo_c,3-Deoxy-D-manno-2-octulosonate,C8H13O8,c
panBlautia_torques_kdolipid4_c,KDO-lipid IV(A),C76H137N2O30P2,c
panBlautia_torques_lipidA_c,"2,3,23-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4-bisphosphate",C68H126N2O23P2,c
panBlautia_torques_lipidAds_c,Lipid A Disaccharide,C68H127N2O20P,c
panBlautia_torques_met_L_p,L-methionine,C5H11NO2S,p
panBlautia_torques_na1_p,Sodium,Na,p
panBlautia_torques_no2_c,Nitrite,NO2,c
panBlautia_torques_no2_u,Nitrite,NO2,u
panBlautia_torques_pi_p,hydrogenphosphate,HO4P,p
panBlautia_torques_pmcoa_c,Pimeloyl-CoA,C28H41N7O19P3S,c
panBlautia_torques_ppal_c,Propanal,C3H6O,c
panBlautia_torques_ppi_p,Diphosphate,HO7P2,p
panBlautia_torques_pre1_c,Precorrin 1,C41H38N4O16,c
panBlautia_torques_pre3a_c,Precorrin 3 A,C43H43N4O16,c
panBlautia_torques_pre3b_c,Precorrin 3B,C43H44N4O17,c
panBlautia_torques_pre4_c,Precorrin 4,C44H44N4O17,c
panBlautia_torques_pre5_c,Precorrin 5,C45H46N4O17,c
panBlautia_torques_pre8_c,Precorrin 8,C45H53N4O14,c
panBlautia_torques_s_c,Sulfur,S,c
panBlautia_torques_thrp_c,L-Threonine O-3-phosphate,C4H8NO6P,c
panBlautia_torques_u23ga_c,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C43H75N3O20P2,c
panBlautia_torques_u3hga_c,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C29H50N3O18P2,c
panBlautia_torques_urea_c,Urea,CH4N2O,c
panBlautia_torques_zn2_p,Zinc,Zn,p
panBlautia_torques_2dmmq7_c,2-Demethylmenaquinone 7,C45H62O2,c
panBlautia_torques_2hymeph_c,2-(Hydroxymethyl)phenol,C7H8O2,c
panBlautia_torques_Lcyst_c,L-cysteate(1-),C3H6NO5S,c
panBlautia_torques_Lcyst_u,L-cysteate(1-),C3H6NO5S,u
panBlautia_torques_altrn_c,D-Altronate,C6H11O7,c
panBlautia_torques_butso3_c,butanesulfonate,C4H9O3S,c
panBlautia_torques_butso3_u,butanesulfonate,C4H9O3S,u
panBlautia_torques_cdpddg_c,CDP-4-dehydro-6-deoxy-D-glucose,C15H21N3O15P2,c
panBlautia_torques_cro4_c,chromate,CrO4,c
panBlautia_torques_cro4_u,chromate,CrO4,u
panBlautia_torques_ethso3_c,ethanesulfonate,C2H5O3S,c
panBlautia_torques_ethso3_u,ethanesulfonate,C2H5O3S,u
panBlautia_torques_gthox_u,Oxidized glutathione,C20H30N6O12S2,u
panBlautia_torques_h2_u,Hydrogen,H2,u
panBlautia_torques_hexs_c,hexanesulfonate,C6H13O3S,c
panBlautia_torques_hexs_u,hexanesulfonate,C6H13O3S,u
panBlautia_torques_isetac_c,Isethionic acid,C2H5O4S,c
panBlautia_torques_isetac_u,Isethionic acid,C2H5O4S,u
panBlautia_torques_mops_c,3-(n-Morpholino)Propanesulfonic Acid,C7H14NO4S,c
panBlautia_torques_mops_u,3-(n-Morpholino)Propanesulfonic Acid,C7H14NO4S,u
panBlautia_torques_mqn7_c,Menaquinone 7,C46H64O2,c
panBlautia_torques_mqn7_u,Menaquinone 7,C46H64O2,u
panBlautia_torques_mso3_c,methanesulfonate,CH3O3S,c
panBlautia_torques_mso3_u,methanesulfonate,CH3O3S,u
panBlautia_torques_sulfac_c,sulfoacetate,C2H2O5S,c
panBlautia_torques_sulfac_u,sulfoacetate,C2H2O5S,u
panBlautia_torques_4h2opntn_c,4-Hydroxy-2-oxopentanoate,C5H7O4,c
panBlautia_torques_5dgclur_c,5-Deoxy glucuronic acid,C6H9O6,c
panBlautia_torques_amob_c,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H19N5O6S,c
panBlautia_torques_but_c,Butyrate,C4H7O2,c
panBlautia_torques_butpi_c,Butanoyl phosphate,C4H7O5P,c
panBlautia_torques_d5kg_c,2-deoxy-5-keto-D-gluconic acid,C6H9O6,c
panBlautia_torques_d5kgp_c,6-phosphonato-5-dehydro-2-deoxy-D-gluconate(3-),C6H8O9P,c
panBlautia_torques_dkdi_c,"D-2,3-Diketo 4-deoxy-epi-inositol",C6H8O5,c
panBlautia_torques_dtdp4addg_c,"dTDP-4-amino-4,6-dideoxy-D-galactose",C16H26N3O14P2,c
panBlautia_torques_gdpfuc_c,GDP-L-fucose(2-),C16H23N5O15P2,c
panBlautia_torques_hqn_c,Hydroquinone,C6H6O2,c
panBlautia_torques_melib_u,Melibiose,C12H22O11,u
panBlautia_torques_msa_c,3-oxopropanoate,C3H3O3,c
panBlautia_torques_pg120_c,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P1,c
panBlautia_torques_pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P1,c
panBlautia_torques_pg161_c,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P1,c
panBlautia_torques_pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P1,c
panBlautia_torques_pime_c,Pimelate,C7H10O4,c
panBlautia_torques_3oxoadp_c,3-Oxoadipate,C6H6O5,c
panBlautia_torques_5odhf2a_c,"5-Oxo-4,5-dihydrofuran-2-acetate",C6H5O4,c
panBlautia_torques_codhpre6_c,cobalt-dihydro-precorrin 6,C44H47N4O16Co,c
panBlautia_torques_copre6_c,cobalt-precorrin 6,C44H45N4O16Co,c
panBlautia_torques_mobd_c,Molybdate,MoO4,c
panBlautia_torques_mobd_u,Molybdate,MoO4,u
panBlautia_torques_pre6a_c,Precorrin 6A,C44H47N4O16,c
panBlautia_torques_pre6b_c,Precorrin 6B,C44H49N4O16,c
panBlautia_torques_3uib_c,3-Ureidoisobutyrate,C5H9N2O3,c
panBlautia_torques_56dthm_c,"5,6-dihydrothymine",C5H8N2O2,c
panBlautia_torques_56dura_c,"5,6-dihydrouracil",C4H6N2O2,c
panBlautia_torques_5dh4dglc_c,5-Dehydro-4-deoxy-D-glucarate,C6H6O7,c
panBlautia_torques_Naccitr_L_c,N-Acetyl-L-citrulline,C8H15N3O4,c
panBlautia_torques_acamoxm_c,N_Acetyl_L_2_amino_6_oxopimelate,C9H11NO6,c
panBlautia_torques_btamp_c,Biotinyl-5-AMP,C20H27N7O9PS,c
panBlautia_torques_cala_c,N-carbamoyl-beta-alaninate,C4H7N2O3,c
panBlautia_torques_cddec5eACP_c,cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1),C23H41N2O8PRS,c
panBlautia_torques_co2dam_c,"Cob(II)yrinate a,c diamide",C45H56CoN6O12,c
panBlautia_torques_copre5b_c,Cobalt-precorrin-5b,C43H42CoN4O16,c
panBlautia_torques_dmphqno_c,Demethylphylloquinone,C30H44O2,c
panBlautia_torques_fald_c,formaldehyde,CH2O,c
panBlautia_torques_frmd_c,Formamide,CH3NO,c
panBlautia_torques_galct_D_c,D-Galactarate,C6H8O8,c
panBlautia_torques_hgbam_c,"Hydrogenobyrinate a,c diamide",C45H58N6O12,c
panBlautia_torques_indole_u,Indole,C8H7N,u
panBlautia_torques_mercppyr_c,3-mercaptopyruvate,C3H3O3S,c
panBlautia_torques_mmcoa_S_c,(S)-methylmalonyl-CoA(5-),C25H35N7O19P3S,c
panBlautia_torques_phyQ_c,phylloquinone,C31H46O2,c
panBlautia_torques_sarcs_c,Sarcosine,C3H7NO2,c
panBlautia_torques_tsul_u,thiosulfate(2-),O3S2,u
panBlautia_torques_urea_u,Urea,CH4N2O,u
panBlautia_torques_5aptn_c,5-Aminopentanoate,C5H11NO2,c
panBlautia_torques_C02147_c,dihydrolipoate,C8H15O2S2,c
panBlautia_torques_diglcpg140_c,"Diglucosyl-1,2 dimyristoylglycerol",C43H80O15,c
panBlautia_torques_diglcpg160_c,"Diglucosyl-1,2 dipalmitoylglycerol",C47H88O15,c
panBlautia_torques_diglcpgai15_c,"Diglucosyl-1,2 dianteisopentadecanoylglycerol",C45H84O15,c
panBlautia_torques_diglcpgi14_c,"Diglucosyl-1,2 diisotetradecanoylglycerol",C43H80O15,c
panBlautia_torques_diglcpgi15_c,"Diglucosyl-1,2 diisopentadecanoylglycerol",C45H84O15,c
panBlautia_torques_diglcpgi16_c,"Diglucosyl-1,2 diisohexadecanoylglycerol",C47H88O15,c
panBlautia_torques_dms_c,Dimethyl sulfide,C2H6S,c
panBlautia_torques_dmso_c,Dimethyl sulfoxide,C2H6OS,c
panBlautia_torques_fecrm_c,Ferrichrome,C27H42FeN9O12,c
panBlautia_torques_fecrm_u,Ferrichrome,C27H42FeN9O12,u
panBlautia_torques_pro_D_c,D-proline,C5H9NO2,c
panBlautia_torques_srbL1p_c,L-Sorbose 1-phosphate,C6H12O9P,c
panBlautia_torques_tmao_c,Trimethylamine N-oxide,C3H9NO,c
panBlautia_torques_urate_c,Urate,C5H4N4O3,c
panBlautia_torques_2ommb_c,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",C48H72O3,c
panBlautia_torques_gam_c,D-Glucosamine,C6H14NO5,c
panBlautia_torques_mmcoa_R_c,(R)-methylmalonyl-CoA(5-),C25H35N7O19P3S,c
panBlautia_torques_2c25dho_c,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C7H4O6,c
panBlautia_torques_cfesp_c,Corrinoid Iron sulfur protein,C19CoN4R21,c
panBlautia_torques_m12dapglyc_c,"Monoglucosyl-1,2 dianteisopentadecanoylglycerol",C39H74O10,c
panBlautia_torques_m12dipglyc_c,"Monoglucosyl-1,2 diisopentadecanoylglycerol",C39H74O10,c
panBlautia_torques_m12ditglyc_c,"Monoglucosyl-1,2 diisotetradecanoylglycerol",C37H70O10,c
panBlautia_torques_m12dixglyc_c,"Monoglucosyl-1,2 diisohexadecanoylglycerol",C41H78O10,c
panBlautia_torques_m12dmglyc_c,"Monoglucosyl-1,2 dimyristoylglycerol",C37H70O10,c
panBlautia_torques_m12dpglyc_c,"Monoglucosyl-1,2 dipalmitoylglycerol",C41H78O10,c
panBlautia_torques_mecfsp_c,Methylcorrinoid iron sulfur protein,C20H3CoN4R21,c
panBlautia_torques_np2msucccoa_c,Naphthyl-2-methyl-succinyl-CoA,C36H43N7O19P3S,c
panBlautia_torques_2dh3dglc_c,2-Dehydro-3-deoxy-D-glucarate,C6H6O7,c
panBlautia_torques_3btcoa_c,3-Butenoyl-CoA,C25H36N7O17P3S,c
panBlautia_torques_4hbutcoa_c,4-Hydroxybutyryl-CoA,C25H38N7O18P3S,c
panBlautia_torques_4hdxbutn_c,4-Hydroxybutanoate,C4H7O3,c
panBlautia_torques_akg_u,2-Oxoglutarate,C5H4O5,u
panBlautia_torques_bhb_u,(R)-3-hydroxybutyrate,C4H7O3,u
panBlautia_torques_glcr_c,D-glucarate(2-),C6H8O8,c
panBlautia_torques_lys_L_p,L-lysine,C6H15N2O2,p
panBlautia_torques_mal_L_u,L-malate,C4H4O5,u
panBlautia_torques_n2o_c,Nitrous oxide,N2O,c
panBlautia_torques_no_c,Nitric oxide,NO,c
panBlautia_torques_phe_L_p,L-phenylalanine,C9H11NO2,p
panBlautia_torques_2ameph_c,(2-Aminoethyl)phosphonate,C2H7NO3P,c
panBlautia_torques_3aib_D_c,D-3-Amino-isobutanoate,C4H9NO2,c
panBlautia_torques_5dglcn_c,5-Dehydro-D-gluconate,C6H9O7,c
panBlautia_torques_N1aspmd_c,N(1)-acetylspermidinium(2+),C9H23N3O,c
panBlautia_torques_alltt_c,allantoate,C4H7N4O4,c
panBlautia_torques_ap4a_c,"P(1),P(4)-bis(5-adenosyl) tetraphosphate(4-)",C20H24N10O19P4,c
panBlautia_torques_ccmuac_c,"cis,cis-Muconate",C6H4O4,c
panBlautia_torques_g15lac_c,Gluconolactone,C6H10O6,c
panBlautia_torques_glcn_u,D-gluconate,C6H11O7,u
panBlautia_torques_hdca_u,Hexadecanoate (n-C16:0),C16H31O2,u
panBlautia_torques_hxan_p,Hypoxanthine,C5H4N4O,p
panBlautia_torques_mucl_c,mucolactone,C6H5O4,c
panBlautia_torques_n8aspmd_c,N(8)-acetylspermidinium(2+),C9H23N3O,c
panBlautia_torques_pime_u,Pimelate,C7H10O4,u
panBlautia_torques_ppaca_c,Phosphonoacetaldehyde,C2H3O4P,c
panBlautia_torques_prodslfd_c,Protein disulfide,XS2,c
panBlautia_torques_prodthl_c,Protein dithiol,XS2H2,c
panBlautia_torques_4hpro_D_c,cis-4-Hydroxy-D-proline,C5H9NO3,c
panBlautia_torques_HC01231_c,N-[(R)-pantothenoyl]-L-cysteinate,C12H21N2O6S,c
panBlautia_torques_LalaDgluMdapDala_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,c
panBlautia_torques_LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,c
panBlautia_torques_Ssq23epx_c,"(S)-2,3-epoxysqualene",C30H50O,c
panBlautia_torques_anhgm3p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide,C34H52N6O19,c
panBlautia_torques_anhgm4p_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,C37H57N7O20,c
panBlautia_torques_anhgm_c,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,C19H29N2O12,c
panBlautia_torques_anhm4p_c,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",C29H44N6O15,c
panBlautia_torques_anhm_c,"1,6-anhydrous-N-Acetylmuramate",C11H16NO7,c
panBlautia_torques_ap5a_c,"P1,P5-Bis(5-adenosyl) pentaphosphate",C20H24N10O22P5,c
panBlautia_torques_arab_D_c,D-Arabinose,C5H10O5,c
panBlautia_torques_ditp_c,dITP(4-),C10H11N4O13P3,c
panBlautia_torques_gp4g_c,"P1,P4-Bis(5-guanosyl) tetraphosphate",C20H24N10O21P4,c
panBlautia_torques_lanost_c,lanosterol,C30H50O,c
panBlautia_torques_protrna_c,L-Prolyl-tRNA(Pro),C5H8NOR,c
panBlautia_torques_trnapro_c,tRNA(Pro),R,c
panBlautia_torques_23doguln_c,"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate",C6H7O7,c
panBlautia_torques_3dhguln_c,3-dehydro-L-gulonate,C6H9O7,c
panBlautia_torques_dma_c,Dimethylamine,C2H8N,c
panBlautia_torques_dmlarg_c,"NG,NG-Dimethyl-L-arginine",C8H19N4O2,c
panBlautia_torques_acetol_c,hydroxyacetone,C3H6O2,c
panBlautia_torques_acgal6p_c,N-Acetyl-D-galactosamine 6-phosphate,C8H14NO9P,c
panBlautia_torques_anhm3p_c,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",C26H39N5O14,c
panBlautia_torques_apoC_Lys_c,Apocarboxylase (Lys residue),C6H13N2OX,c
panBlautia_torques_dimp_c,2-deoxyinosine 5-phosphate(2-),C10H11N4O7P,c
panBlautia_torques_galam6p_c,D-galactosamine-6-phosphate,C6H13NO8P,c
panBlautia_torques_hco3_u,Bicarbonate,CHO3,u
panBlautia_torques_mmet_c,S-Methyl-L-methionine,C6H14NO2S,c
panBlautia_torques_ppoh_c,1-Propanol,C3H8O1,c
panBlautia_torques_quint_c,Quinate,C7H11O6,c
panBlautia_torques_xtp_c,XTP,C10H11N4O15P3,c
panBlautia_torques_acmana_u,N-acetyl-D-mannosamine,C8H15NO6,u
panBlautia_torques_cob_c,Coenzyme B,C11H19NO7PS,c
panBlautia_torques_comSScob_c,CoM-S-S-CoB,C13H22NO10PS3,c
panBlautia_torques_com_c,Coenzyme M,C2H5O3S2,c
panBlautia_torques_dcyt_u,Deoxycytidine,C9H13N3O4,u
panBlautia_torques_dgsn_u,Deoxyguanosine,C10H13N5O4,u
panBlautia_torques_dhmphze_c,Dihydromethanophenazine,C37H52N2O,c
panBlautia_torques_dmgly_c,"N,N-dimethylglycine",C4H9NO2,c
panBlautia_torques_dttp_u,dTTP,C10H13N2O14P3,u
panBlautia_torques_estrone_c,estrone,C18H22O2,c
panBlautia_torques_estrones_c,estrone 3-sulfate(1-),C18H21O5S,c
panBlautia_torques_fuc_L_u,L-fucose,C6H12O5,u
panBlautia_torques_hdxlamn_c,Hydroxylamine,H3NO,c
panBlautia_torques_lanost_u,lanosterol,C30H50O,u
panBlautia_torques_mphze_c,Methanophenazine,C37H50N2O,c
panBlautia_torques_ocdcea_u,octadecenoate (n-C18:1),C18H33O2,u
panBlautia_torques_sql_c,squalene,C30H50,c
panBlautia_torques_t3c9palmeACP_c,trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],C27H47N2O8PRS,c
panBlautia_torques_udcpdp_u,Undecaprenyl diphosphate,C55H89O7P2,u
panBlautia_torques_ni2_c,nickel,Ni,c
panBlautia_torques_ni2_u,nickel,Ni,u
panBlautia_torques_C11821_c,5-Hydroxyisourate,C5H4N4O4,c
panBlautia_torques_acetone_c,acetone,C3H6O,c
panBlautia_torques_crtn_c,creatinine,C4H7N3O,c
panBlautia_torques_lald_D_c,(R)-lactaldehyde,C3H6O2,c
panBlautia_torques_methhydntn_c,N-Methylhydantoin,C4H6N2O2,c
panBlautia_torques_nprsphis_c,Protein N-pros-phosphohistidine,C7H7N4O5PR2,c
panBlautia_torques_phis_c,Protein histidine,C7H8N4O2R2,c
panBlautia_torques_12ppd_R_c,"(R)-propane-1,2-diol",C3H8O2,c
panBlautia_torques_acnam_u,N-acetylneuraminate,C11H18NO9,u
panBlautia_torques_chtbs_u,"N,N-diacetylchitobiose",C16H28N2O11,u
panBlautia_torques_hg_c,Mercury,H2Hg,c
panBlautia_torques_dna5mtc_c,DNA 5-methylcytosine,C11H19O8PR2,c
panBlautia_torques_dnacsn_c,DNA cytosine,C10H17O8PR2,c
panBlautia_torques_indaccoa_c,S-2-(indol-3-yl)acetyl-CoA,C31H39N8O17P3S,c
panBlautia_torques_lyx_L_c,L-Lyxose,C5H10O5,c
panBlautia_torques_galt_c,galactitol,C6H14O6,c
panBlautia_torques_srb_L_c,L-Sorbose,C6H12O6,c
panBlautia_torques_Ser_Thr_u,protein-linked serine or threonine residue (O-glycosylation site),XH,u
panBlautia_torques_T_antigen_u,T antigen (core 1),C14H24NO10X,u
panBlautia_torques_Tn_antigen_u,Tn antigen,C8H14NO5X,u
panBlautia_torques_acgal_c,N-acetyl-D-galactosamine,C8H15NO6,c
panBlautia_torques_acgal_u,N-acetyl-D-galactosamine,C8H15NO6,u
panBlautia_torques_core2_u,Core 2,C22H37N2O15X,u
panBlautia_torques_core3_u,Core 3,C16H27N2O10X,u
panBlautia_torques_core4_u,Core 4,C24H40N3O15X,u
panBlautia_torques_core5_u,Core 5,C16H27N2O10X,u
panBlautia_torques_core6_u,Core 6,C16H27N2O10X,u
panBlautia_torques_core7_u,Core 7,C16H27N2O10X,u
panBlautia_torques_core8_u,Core 8,C14H24NO10X,u
panBlautia_torques_dsT_antigen_u,disialyl-T antigen,C36H56N3O26X,u
panBlautia_torques_f1a_u,F1alpha,C22H37N2O15X,u
panBlautia_torques_gncore1_u,"GlcNAc-alpha-1,4-Core 1",C22H37N2O15X,u
panBlautia_torques_gncore2_u,"GlcNAc-alpha-1,4-Core 2",C30H50N3O20X,u
panBlautia_torques_sT_antigen_u,sialyl-T antigen,C25H40N2O18X,u
panBlautia_torques_sTn_antigen_u,sialyl-Tn antigen,C19H30N2O13X,u
panBlautia_torques_unagamu_c,Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate,C71H113N2O18P2,c
panBlautia_torques_hdcea_u,Hexadecenoate (n-C16:1),C16H29O2,u
panBlautia_torques_mmet_u,S-Methyl-L-methionine,C6H14NO2S,u
panBlautia_torques_frulys_c,fructoselysine,C12H25N2O7,c
panBlautia_torques_frulysp_c,fructoselysine Phosphate,C12H24N2O10P,c
panBlautia_torques_psclys_c,psicoselysine,C12H25N2O7,c
panBlautia_torques_2ppoh_c,Isopropanol,C3H8O,c
panClostridium_innocuum_10fthf5glu_c,10-formyltetrahydrofolate-[Glu](5),C40H45N11O19,c
panClostridium_innocuum_10fthf_c,10-Formyltetrahydrofolate,C20H21N7O7,c
panClostridium_innocuum_10m3hddcaACP_c,10-methyl-3-hydroxy-dodecanoyl-ACP,C24H45N2O9PRS,c
panClostridium_innocuum_10m3hundecACP_c,10-methyl-3-hydroxy-undecanoyl-ACP,C23H43N2O9PRS,c
panClostridium_innocuum_10m3oddcaACP_c,10-methyl-3-oxo-dodecanoyl-ACP,C24H43N2O9PRS,c
panClostridium_innocuum_10m3oundecACP_c,10-methyl-3-oxo-undecanoyl-ACP,C23H41N2O9PRS,c
panClostridium_innocuum_10mddcaACP_c,10-methyl-dodecanoyl-ACP,C24H45N2O8PRS,c
panClostridium_innocuum_10mtddec2eACP_c,10-methyl-trans-dodec-2-enoyl-ACP,C24H43N2O8PRS,c
panClostridium_innocuum_10mundecACP_c,10-methyl-undecanoyl-ACP,C23H43N2O8PRS,c
panClostridium_innocuum_11m3hddcaACP_c,11-methyl-3-hydroxy-dodecanoyl-ACP,C24H45N2O9PRS,c
panClostridium_innocuum_11m3oddcaACP_c,11-methyl-3-oxo-dodecanoyl-ACP,C24H43N2O9PRS,c
panClostridium_innocuum_11mddcaACP_c,11-methyl-dodecanoyl-ACP,C24H45N2O8PRS,c
panClostridium_innocuum_11mtddec2eACP_c,11-methyl-trans-dodec-2-enoyl-ACP,C24H43N2O8PRS,c
panClostridium_innocuum_12daihdglyc_c,"1,2-Dianteisoheptadecanoyl-sn-glycerol",C37H72O5,c
panClostridium_innocuum_12daipdglyc_c,"1,2-Dianteisopentadecanoyl-sn-glycerol",C33H64O5,c
panClostridium_innocuum_12dgr120_c,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",C27H52O5,c
panClostridium_innocuum_12dgr140_c,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",C31H60O5,c
